-50.75375767809678	-50.26548245743669	-49.7772072367766
-50.572034940708754	-50.00934983492475	-43.93187728949698
-50.559943041718654	-49.99642204093743	-37.67371167529481
-50.555800760747545	-49.9921214829785	-31.39896920704527
-50.55371207110118	-49.98997713235411	-25.120016940136434
-50.55245371359383	-49.98869296513354	-18.839374157684773
-50.55161277791142	-49.98783799696138	-12.55788475435975
-50.55101115093281	-49.98722790461058	-6.275911166509586
-50.550559420352236	-49.98677067797631	0.006365183455167292
-50.55020777806149	-49.98641526683496	6.288843437202662
-50.54992628057029	-49.98613107312056	12.57146305317664
-50.549695844597395	-49.98589864203989	18.85418549330267
-50.549503733116964	-49.98570501299818	25.136985059960114
-50.54934111990288	-49.98554121869389	31.419843959621318
-50.54920169563326	-49.98540085722134	37.70274948105874
-50.54908083047627	-49.98527923594846	43.985692301808456
-50.54897505014765	-49.985172836775526	50.26866542948648
-50.31590231819681	-44.238429772769045	-43.67574466698504
-50.30344870275008	-43.982297150257104	-37.661145597764126
-50.29922320042068	-43.96974343979321	-31.39473950337784
-50.29710566172119	-43.96551745851224	-25.117897716178714
-50.29583403714614	-43.963399811585106	-18.8381016805013
-50.29498592622165	-43.96212814329303	-12.557036152538291
-50.2943799864176	-43.96128001001955	-6.275304918436225
-50.2939254632721	-43.96067405717198	0.006819912750293718
-50.29357190993577	-43.96021952572528	6.2891971351468445
-50.293289047500714	-43.959865966769904	12.571746020935995
-50.29305760284244	-43.95958310035077	18.854417017038173
-50.292864724945574	-43.959351652763296	25.137177998733424
-50.2927015157868	-43.95915877264898	31.420007216639924
-50.292561618998185	-43.958995561770706	37.702889416152615
-50.292440372877905	-43.958855663621534	43.98581357906275
-50.29233428093115	-43.95873441640608	50.26877154708013
-50.290882625219396	-37.968172259576775	-37.40465125879555
-50.28666948995678	-37.71166555354141	-31.382185792913948
-50.28455191978732	-37.69911184307752	-25.113671766367716
-50.28328027290322	-37.69488590062751	-18.83598404852223
-50.28243215000593	-37.6927682727244	-12.555764492143046
-50.28182620323029	-37.69149661467326	-6.274456789790245
-50.281371675702054	-37.6906484874777	0.0074258626655478435
-50.28101811943962	-37.69004253851713	6.289651664622132
-50.28073525495677	-37.68958800970197	12.572099578503707
-50.28050380881053	-37.68923445260911	18.854699882444187
-50.280310929799	-37.688951587555785	25.137409445558927
-50.280147719783855	-37.688720140999294	31.420200096166877
-50.280007822323206	-37.68852726168214	37.703052626568656
-50.27988657566593	-37.688364051432835	43.98595347684166
-50.27978048328334	-37.68822415378862	50.26889279399444
-50.28243978628935	-31.689287510356124	-31.125608232587076
-50.28032596997632	-31.4327062276428	-25.101118024433845
-50.27905433045322	-31.420152478347934	-18.831758106072225
